"YY","MM","DD","hh","WD","WSPD","GST","WVHT","DPD","APD","MWD","BAR","ATMP","WTMP","DEWP","VIS"
86,3,15,12,10,11,13,99,99,99,999,993.5,2.8,2.4,999,99
86,3,15,13,0,10,13,99,99,99,999,993.3,2.7,2.4,999,99
86,3,15,14,330,12,15,99,99,99,999,995,2.2,2.4,999,99
86,3,15,15,310,11,14,99,99,99,999,997.2,1.8,2.4,999,99
86,3,15,16,310,8,10,99,99,99,999,999.7,3.1,2.5,999,99
86,3,15,17,280,8,10,99,99,99,999,1001.3,4.2,2.6,999,99
86,3,15,18,290,10,12,99,99,99,999,1002.1,6.2,2.7,999,99
86,3,15,19,310,5,7,99,99,99,999,1002.8,6.7,2.7,999,99
86,3,15,20,270,7,8,99,99,99,999,1005.3,7.9,2.8,999,99
86,3,15,21,280,7,8,99,99,99,999,1006.7,9,2.8,999,99
86,3,15,22,300,5,5,99,99,99,999,1007.4,10.2,2.8,999,99
86,3,15,23,0,0,1,99,99,99,999,1008.5,9.9,2.8,999,99
86,3,16,0,240,6,7,99,99,99,999,1009.9,9.6,2.8,999,99
86,3,16,1,250,6,7,99,99,99,999,1011.3,9.3,2.8,999,99
86,3,16,2,260,6,7,99,99,99,999,1012.2,7.1,2.8,999,99
86,3,16,3,270,5,5,99,99,99,999,1012.6,6.7,2.8,999,99
86,3,16,4,320,5,6,99,99,99,999,1012.1,6.9,2.7,999,99
86,3,16,5,330,3,4,99,99,99,999,1012.3,6.2,2.7,999,99
86,3,16,6,100,1,2,99,99,99,999,1011.6,5.5,2.8,999,99
86,3,16,7,0,0,0,99,99,99,999,1011.5,5.1,2.7,999,99
86,3,16,8,210,2,3,99,99,99,999,1011.4,5.1,2.8,999,99
86,3,16,9,260,3,3,99,99,99,999,1011.4,5.1,2.8,999,99
86,3,16,10,300,2,2,99,99,99,999,1011.3,5.4,2.7,999,99
86,3,16,11,0,0,1,99,99,99,999,1011.4,5.3,2.7,999,99
86,3,16,12,0,0,0,99,99,99,999,1012.1,4.1,2.7,999,99
86,3,16,13,330,2,2,99,99,99,999,1012.1,4,2.7,999,99
86,3,16,14,300,2,3,99,99,99,999,1012.5,3.6,2.7,999,99
86,3,16,15,300,2,2,99,99,99,999,1012.8,4.3,2.8,999,99
86,3,16,16,320,1,2,99,99,99,999,1012.6,5.2,3,999,99
86,3,16,17,0,0,1,99,99,99,999,1012.2,6.7,3.4,999,99
86,3,16,18,90,3,3,99,99,99,999,1011.3,5.8,3.9,999,99
86,3,16,19,70,4,5,99,99,99,999,1010.8,4.4,3.5,999,99
86,3,16,20,60,6,7,99,99,99,999,1010.6,3.9,3.2,999,99
86,3,16,21,50,6,6,99,99,99,999,1010.7,4.2,3.1,999,99
86,3,16,22,50,4,5,99,99,99,999,1011.5,3.9,3.1,999,99
86,3,16,23,70,1,2,99,99,99,999,1013,3.5,3,999,99
86,3,17,0,160,1,1,99,99,99,999,1013.7,3.4,3,999,99
86,3,17,1,0,0,0,99,99,99,999,1014.4,3.1,2.8,999,99
86,3,17,2,270,1,1,99,99,99,999,1014.6,2.9,2.9,999,99
86,3,17,3,280,1,2,99,99,99,999,1014.6,2.8,3,999,99
86,3,17,4,300,3,3,99,99,99,999,1015.1,3.1,3,999,99
86,3,17,5,280,2,2,99,99,99,999,1015.3,3.5,3,999,99
86,3,17,6,300,3,4,99,99,99,999,1015.5,3.9,3,999,99
86,3,17,7,320,5,6,99,99,99,999,1015.9,4.5,2.9,999,99
86,3,17,8,330,6,7,99,99,99,999,1016.1,3.9,2.9,999,99
86,3,17,9,330,6,6,99,99,99,999,1016.9,3.5,2.9,999,99
86,3,17,10,330,5,6,99,99,99,999,1017.5,3.3,2.8,999,99
86,3,17,11,330,4,5,99,99,99,999,1018.3,3.4,2.8,999,99
86,3,17,12,330,4,5,99,99,99,999,1019.2,3.4,2.8,999,99
86,3,17,13,350,3,4,99,99,99,999,1020.1,3.7,2.8,999,99
86,3,17,14,0,4,4,99,99,99,999,1020.6,4.4,2.8,999,99
86,3,17,15,10,4,5,99,99,99,999,1020.9,4.6,2.9,999,99
86,3,17,16,30,4,5,99,99,99,999,1021.5,4.6,3.1,999,99
86,3,17,17,50,5,5,99,99,99,999,1021.5,4.2,3.1,999,99
86,3,17,18,50,4,5,99,99,99,999,1021.4,4.2,3.1,999,99
86,3,17,19,70,4,5,99,99,99,999,1020.8,4,3.4,999,99
86,3,17,20,100,2,2,99,99,99,999,1021,3.9,3.6,999,99
86,3,17,21,120,3,3,99,99,99,999,1020.8,3.9,3.6,999,99
86,3,17,22,130,3,4,99,99,99,999,1021,3.7,3.4,999,99
86,3,17,23,140,3,4,99,99,99,999,1021.6,3.5,3.3,999,99
86,3,18,0,150,4,5,99,99,99,999,1021.5,3.3,3.2,999,99
86,3,18,1,160,4,4,99,99,99,999,1021.7,3.3,3.1,999,99
86,3,18,2,190,4,5,99,99,99,999,1022.2,3.4,3.1,999,99
86,3,18,3,210,5,7,99,99,99,999,1023,3.2,3.1,999,99
86,3,18,4,210,5,6,99,99,99,999,1023.1,3.8,3.1,999,99
86,3,18,5,210,5,6,99,99,99,999,1023.2,3.9,3.1,999,99
86,3,18,6,190,5,6,99,99,99,999,1023.2,3.5,3,999,99
86,3,18,7,200,4,5,99,99,99,999,1023,3.1,3,999,99
86,3,18,8,200,4,4,99,99,99,999,1022.2,3.2,2.9,999,99
86,3,18,9,220,4,5,99,99,99,999,1022.1,3.4,2.9,999,99
86,3,18,10,240,4,5,99,99,99,999,1022.2,3.5,2.9,999,99
86,3,18,11,240,4,5,99,99,99,999,1023,3.5,3,999,99
86,3,18,12,260,4,5,99,99,99,999,1023.7,3.9,3,999,99
86,3,18,13,270,4,5,99,99,99,999,1023.9,4.2,3,999,99
86,3,18,14,270,3,3,99,99,99,999,1024.3,4.4,3,999,99
86,3,18,15,260,2,3,99,99,99,999,1024.6,4.7,3.1,999,99
86,3,18,16,0,0,0,99,99,99,999,1024.5,6.5,3.5,999,99
86,3,18,17,180,1,2,99,99,99,999,1024.1,6.4,4.3,999,99
86,3,18,18,120,3,4,99,99,99,999,1023.7,5.9,4.6,999,99
86,3,18,19,120,3,4,99,99,99,999,1023.2,5.8,4.7,999,99
86,3,18,20,100,4,5,99,99,99,999,1023,5.5,4.7,999,99
86,3,18,21,120,4,5,99,99,99,999,1022.4,5.3,4.2,999,99
86,3,18,22,150,6,7,99,99,99,999,1022.5,4.7,3.8,999,99
86,3,18,23,150,6,7,99,99,99,999,1022.4,4.5,3.3,999,99
86,3,19,0,140,7,7,99,99,99,999,1022.2,4.7,3.2,999,99
86,3,19,1,150,7,8,99,99,99,999,1022.2,4.7,3.1,999,99
86,3,19,2,180,5,6,99,99,99,999,1022.1,5.1,3.9,999,99
86,3,19,3,200,7,9,99,99,99,999,1021.5,4.9,3.5,999,99
86,3,19,4,190,6,7,99,99,99,999,1020.7,4.3,3.3,999,99
86,3,19,5,210,7,8,99,99,99,999,1021.5,3.9,3.2,999,99
86,3,19,6,190,5,6,99,99,99,999,1020.8,3.9,3.2,999,99
86,3,19,7,180,6,7,99,99,99,999,1019.7,4.5,3.3,999,99
86,3,19,8,180,6,8,99,99,99,999,1018.4,4.6,3.3,999,99
86,3,19,9,180,7,8,99,99,99,999,1017,5.6,3.4,999,99
86,3,19,10,170,8,9,99,99,99,999,1015.3,5.7,3.4,999,99
86,3,19,11,160,8,9,99,99,99,999,1012.4,5.5,3.4,999,99
86,3,19,12,170,10,13,99,99,99,999,1011,6.6,3.5,999,99
86,3,19,13,150,9,12,99,99,99,999,1008.4,6.3,3.5,999,99
86,3,19,14,170,13,17,99,99,99,999,1006.3,7.8,3.5,999,99
86,3,19,15,190,12,15,99,99,99,999,1004.9,9.6,3.5,999,99
86,3,19,16,200,14,18,99,99,99,999,1002.7,11.7,3.5,999,99
86,3,19,17,200,17,23,99,99,99,999,1000.4,12.5,3.4,999,99
86,3,19,18,200,18,25,99,99,99,999,998.6,12.7,3.2,999,99
86,3,19,19,200,16,22,99,99,99,999,997.7,11.9,3.2,999,99
86,3,19,20,200,15,19,99,99,99,999,997.3,11.9,3.2,999,99
86,3,19,21,200,14,17,99,99,99,999,996.7,11.9,3.2,999,99
86,3,19,22,200,13,16,99,99,99,999,996,11.7,3.2,999,99
86,3,19,23,200,12,16,99,99,99,999,995.8,11.9,3.2,999,99
86,3,20,0,210,10,12,99,99,99,999,996.6,11.9,3.2,999,99
86,3,20,1,200,10,14,99,99,99,999,997.2,12.2,3.2,999,99
86,3,20,2,210,10,11,99,99,99,999,997.2,12,3.1,999,99
86,3,20,3,220,9,10,99,99,99,999,998,11.7,3.1,999,99
86,3,20,4,250,5,6,99,99,99,999,998.5,10.7,3.1,999,99
86,3,20,5,250,7,8,99,99,99,999,999.6,11.9,3.3,999,99
86,3,20,6,280,8,10,99,99,99,999,1000.4,10.6,3.4,999,99
86,3,20,7,280,7,8,99,99,99,999,1000.6,9.4,3.4,999,99
86,3,20,8,260,10,12,99,99,99,999,1001.2,8.5,3.4,999,99
86,3,20,9,270,10,12,99,99,99,999,1002.7,7.2,3.3,999,99
86,3,20,10,270,12,15,99,99,99,999,1003.8,5.7,3.3,999,99
86,3,20,11,270,10,13,99,99,99,999,1005.1,4.7,3.2,999,99
86,3,20,12,270,10,12,99,99,99,999,1005.8,3.8,3.2,999,99
86,3,20,13,270,10,12,99,99,99,999,1007,3.1,3.2,999,99
86,3,20,14,280,9,11,99,99,99,999,1008.3,2.8,3.2,999,99
86,3,20,15,260,9,11,99,99,99,999,1009.3,2.4,3.2,999,99
86,3,20,16,270,9,11,99,99,99,999,1010.3,2.1,3.2,999,99
86,3,20,17,270,9,11,99,99,99,999,1010.6,2,3.2,999,99
86,3,20,18,260,8,10,99,99,99,999,1011.2,2.1,3.3,999,99
86,3,20,19,270,8,9,99,99,99,999,1010.8,2.3,3.3,999,99
86,3,20,20,270,9,12,99,99,99,999,1011.4,2.3,3.3,999,99
86,3,20,21,270,8,10,99,99,99,999,1012.1,2,3.4,999,99
86,3,20,22,270,9,11,99,99,99,999,1013.5,2.2,3.3,999,99
86,3,20,23,320,7,8,99,99,99,999,1014.4,1.5,3.3,999,99
86,3,21,0,330,8,10,99,99,99,999,1016,0.4,3.3,999,99
86,3,21,1,320,10,13,99,99,99,999,1017.4,-0.4,3.3,999,99
86,3,21,2,320,11,13,99,99,99,999,1018.7,-1.7,3.3,999,99
86,3,21,3,320,13,16,99,99,99,999,1019.5,-4,3.2,999,99
86,3,21,4,320,12,15,99,99,99,999,1020.8,-5.6,3.2,999,99
86,3,21,5,320,12,15,99,99,99,999,1022.2,-7.5,3.2,999,99
86,3,21,6,320,11,14,99,99,99,999,1023.1,-8.8,3.1,999,99
86,3,21,7,310,10,14,99,99,99,999,1023.9,-10.2,3.1,999,99
86,3,21,8,320,11,13,99,99,99,999,1024.5,-10.8,3.1,999,99
86,3,21,9,320,10,13,99,99,99,999,1025.5,-10.7,3.1,999,99
86,3,21,10,320,10,13,99,99,99,999,1026.5,-11,3.1,999,99
86,3,21,11,320,11,15,99,99,99,999,1026.9,-11,3.1,999,99
86,3,21,12,320,9,12,99,99,99,999,1028.2,-10.9,3.1,999,99
86,3,21,13,330,8,10,99,99,99,999,1028.8,-10.7,3.1,999,99
86,3,21,14,330,5,6,99,99,99,999,1030,-10.1,3.1,999,99
86,3,21,15,310,2,4,99,99,99,999,1030.9,-9.1,3.1,999,99
86,3,21,16,330,1,2,99,99,99,999,1030.9,-8,3.2,999,99
86,3,21,17,0,0,0,99,99,99,999,1030.8,-6,3.3,999,99
86,3,21,18,130,1,1,99,99,99,999,1030.2,-7,3.8,999,99
86,3,21,19,120,2,3,99,99,99,999,1029.9,-6.8,3.8,999,99
86,3,21,20,130,3,4,99,99,99,999,1029.3,-6.2,3.6,999,99
86,3,21,21,120,3,4,99,99,99,999,1028.5,-5,3.5,999,99
86,3,21,22,150,4,5,99,99,99,999,1028.5,-4.3,3.5,999,99
86,3,21,23,150,5,7,99,99,99,999,1028.4,-4.3,3.3,999,99
86,3,22,0,160,5,6,99,99,99,999,1028.6,-3.8,3.2,999,99
86,3,22,1,170,5,6,99,99,99,999,1029.3,-3.6,3.2,999,99
86,3,22,2,180,6,8,99,99,99,999,1029.5,-3.7,3.1,999,99
86,3,22,3,200,7,8,99,99,99,999,1029.6,-3.8,3.1,999,99
86,3,22,4,210,8,9,99,99,99,999,1029.5,-3.7,3.1,999,99
86,3,22,5,220,7,8,99,99,99,999,1029.5,-3.8,3.1,999,99
86,3,22,6,240,6,7,99,99,99,999,1029.6,-3.2,3.1,999,99
86,3,22,7,270,4,5,99,99,99,999,1029.8,-3,3.1,999,99
86,3,22,8,290,4,5,99,99,99,999,1030,-3,3.1,999,99
86,3,22,9,300,4,5,99,99,99,999,1030,-3.5,3.1,999,99
86,3,22,10,310,5,7,99,99,99,999,1030.5,-4.1,3.1,999,99
86,3,22,11,320,6,8,99,99,99,999,1031,-4.6,3.1,999,99
86,3,22,12,320,6,8,99,99,99,999,1031.6,-4.8,3.1,999,99
86,3,22,13,320,5,6,99,99,99,999,1032.1,-4.5,3.1,999,99
86,3,22,14,320,3,4,99,99,99,999,1032.5,-3.5,3.1,999,99
86,3,22,15,320,3,4,99,99,99,999,1032.6,-3,3.1,999,99
86,3,22,16,0,0,1,99,99,99,999,1032.5,-1.9,3.2,999,99
86,3,22,17,0,0,1,99,99,99,999,1032.4,-0.3,3.5,999,99
86,3,22,18,150,1,2,99,99,99,999,1031.7,-0.3,3.5,999,99
86,3,22,19,120,2,3,99,99,99,999,1031.5,-0.9,3.9,999,99
86,3,22,20,90,3,3,99,99,99,999,1031,-0.9,3.9,999,99
86,3,22,21,100,4,4,99,99,99,999,1030.8,-0.7,3.6,999,99
86,3,22,22,130,4,4,99,99,99,999,1030.9,-0.1,3.5,999,99
86,3,22,23,140,4,5,99,99,99,999,1030.9,0,3.5,999,99
86,3,23,0,150,5,6,99,99,99,999,1031,0.1,3.4,999,99
86,3,23,1,160,6,7,99,99,99,999,1031.5,0.6,3.3,999,99
86,3,23,2,180,6,7,99,99,99,999,1031.7,0.2,3.3,999,99
86,3,23,3,190,6,7,99,99,99,999,1032,0.1,3.2,999,99
86,3,23,4,200,7,8,99,99,99,999,1031.7,0,3.2,999,99
86,3,23,5,210,8,9,99,99,99,999,1031.4,0,3.2,999,99
86,3,23,6,210,8,9,99,99,99,999,1031.4,-0.1,3.1,999,99
86,3,23,7,210,6,8,99,99,99,999,1031.5,-0.1,3.1,999,99
86,3,23,8,220,5,6,99,99,99,999,1031.1,-0.2,3.1,999,99
86,3,23,9,210,5,6,99,99,99,999,1031.1,-0.7,3.1,999,99
86,3,23,10,210,7,8,99,99,99,999,1031.1,-0.3,3.1,999,99
86,3,23,11,210,6,7,99,99,99,999,1031.1,-0.5,3.1,999,99
86,3,23,12,200,6,7,99,99,99,999,1031.1,0,3.1,999,99
86,3,23,13,200,6,7,99,99,99,999,1030.9,0.4,3.1,999,99
86,3,23,14,190,4,4,99,99,99,999,1030.9,1.5,3.1,999,99
86,3,23,15,200,3,4,99,99,99,999,1030,2.9,3.2,999,99
86,3,23,16,150,6,7,99,99,99,999,1029.1,2.7,3.3,999,99
86,3,23,17,140,6,7,99,99,99,999,1028,2.5,3.4,999,99
86,3,23,18,140,9,10,99,99,99,999,1026.8,2.7,3.5,999,99
86,3,23,19,140,9,11,99,99,99,999,1025.4,3.2,3.5,999,99
86,3,23,20,140,9,11,99,99,99,999,1024.4,3.5,3.4,999,99
86,3,23,21,140,9,11,99,99,99,999,1023.4,3.8,3.3,999,99
86,3,23,22,150,7,9,99,99,99,999,1023,4.2,3.3,999,99
86,3,23,23,190,6,7,99,99,99,999,1023.1,5.1,3.2,999,99
86,3,24,0,190,7,9,99,99,99,999,1022.8,4.3,3.2,999,99
86,3,24,1,190,7,9,99,99,99,999,1023,3.2,3.2,999,99
86,3,24,2,200,7,8,99,99,99,999,1022.5,2.5,3.2,999,99
86,3,24,3,210,6,7,99,99,99,999,1022.1,2.4,3.2,999,99
86,3,24,4,220,5,7,99,99,99,999,1021.5,2.7,3.2,999,99
86,3,24,5,220,5,6,99,99,99,999,1020.6,2.5,3.2,999,99
86,3,24,6,230,5,6,99,99,99,999,1019.9,2.7,3.2,999,99
86,3,24,7,210,5,6,99,99,99,999,1019.1,2.9,3.2,999,99
86,3,24,8,230,6,6,99,99,99,999,1018.5,3.2,3.2,999,99
86,3,24,9,220,6,7,99,99,99,999,1017.9,2.8,3.2,999,99
86,3,24,10,210,5,6,99,99,99,999,1017.8,2.7,3.2,999,99
86,3,24,11,230,5,7,99,99,99,999,1018.3,3.1,3.2,999,99
86,3,24,12,240,7,8,99,99,99,999,1018.5,3.4,3.2,999,99
86,3,24,13,270,10,13,99,99,99,999,1018.8,6,3.2,999,99
86,3,24,14,280,10,12,99,99,99,999,1020,6.4,3.2,999,99
86,3,24,15,270,10,12,99,99,99,999,1020.8,6.6,3.3,999,99
86,3,24,16,320,12,14,99,99,99,999,1022.1,6,3.3,999,99
86,3,24,17,290,11,15,99,99,99,999,1023.9,4.9,3.3,999,99
86,3,24,18,310,11,13,99,99,99,999,1025,5.7,3.4,999,99
86,3,24,19,320,9,11,99,99,99,999,1026.3,5.1,3.4,999,99
86,3,24,20,310,9,14,99,99,99,999,1027.7,5.1,3.4,999,99
86,3,24,21,300,8,10,99,99,99,999,1029.4,5.2,3.4,999,99
86,3,24,22,330,7,8,99,99,99,999,1030.9,4.7,3.4,999,99
86,3,24,23,330,6,7,99,99,99,999,1031.7,4.5,3.4,999,99
86,3,25,0,310,4,6,99,99,99,999,1033.2,4,3.3,999,99
86,3,25,1,310,5,6,99,99,99,999,1034.7,4.1,3.3,999,99
86,3,25,2,310,5,6,99,99,99,999,1035.5,3.6,3.3,999,99
86,3,25,3,300,4,4,99,99,99,999,1036.1,3.2,3.2,999,99
86,3,25,4,300,2,2,99,99,99,999,1036.3,2.7,3.2,999,99
86,3,25,5,260,2,3,99,99,99,999,1037.2,2.7,3.2,999,99
86,3,25,6,230,3,3,99,99,99,999,1037.4,2.8,3.2,999,99
86,3,25,7,270,4,5,99,99,99,999,1037.8,2.6,3.2,999,99
86,3,25,8,250,3,4,99,99,99,999,1037.5,2.2,3.2,999,99
86,3,25,9,220,1,2,99,99,99,999,1038.4,1.7,3.2,999,99
86,3,25,10,200,1,2,99,99,99,999,1038.7,1.5,3.2,999,99
86,3,25,11,190,3,3,99,99,99,999,1039,1.1,3.2,999,99
86,3,25,12,160,2,3,99,99,99,999,1039.3,0.8,3.2,999,99
86,3,25,13,170,4,5,99,99,99,999,1038.9,0.6,3.2,999,99
86,3,25,14,200,4,5,99,99,99,999,1038.8,2.7,3.2,999,99
86,3,25,15,190,4,5,99,99,99,999,1038.1,4.8,3.4,999,99
86,3,25,16,200,6,6,99,99,99,999,1037.3,6.8,3.5,999,99
86,3,25,17,210,7,8,99,99,99,999,1036.3,7.5,3.4,999,99
86,3,25,18,200,9,10,99,99,99,999,1035.6,7.8,3.5,999,99
86,3,25,19,190,9,10,99,99,99,999,1034,8.6,3.4,999,99
86,3,25,20,200,10,11,99,99,99,999,1033.1,9.3,3.5,999,99
86,3,25,21,190,8,10,99,99,99,999,1032.5,8.8,3.5,999,99
86,3,25,22,190,8,10,99,99,99,999,1032.8,8.8,3.6,999,99
86,3,25,23,200,7,9,99,99,99,999,1032.4,7.9,3.6,999,99
86,3,26,0,200,8,9,99,99,99,999,1032.6,7.2,3.6,999,99
86,3,26,1,200,10,11,99,99,99,999,1032.9,7.1,3.5,999,99
86,3,26,2,200,10,12,99,99,99,999,1032.6,7.1,3.5,999,99
86,3,26,3,200,10,12,99,99,99,999,1032.4,7.2,3.5,999,99
86,3,26,4,200,11,13,99,99,99,999,1031.6,7.1,3.5,999,99
86,3,26,5,200,10,11,99,99,99,999,1031.5,7.1,3.5,999,99
86,3,26,6,200,9,10,99,99,99,999,1031,7.1,3.5,999,99
86,3,26,7,210,9,10,99,99,99,999,1030.8,7.8,3.5,999,99
86,3,26,8,220,9,10,99,99,99,999,1030.1,8.2,3.5,999,99
86,3,26,9,200,7,7,99,99,99,999,1030.1,7.9,3.5,999,99
86,3,26,10,200,7,9,99,99,99,999,1030.1,8.5,3.5,999,99
86,3,26,11,200,6,7,99,99,99,999,1030.8,8.1,3.5,999,99
86,3,26,12,200,5,7,99,99,99,999,1030.1,8.1,3.5,999,99
86,3,26,13,210,6,7,99,99,99,999,1029.9,8.9,3.6,999,99
86,3,26,14,220,11,12,99,99,99,999,1028.5,11.3,3.6,999,99
86,3,26,15,220,12,14,99,99,99,999,1027.9,12.5,3.6,999,99
86,3,26,16,220,11,13,99,99,99,999,1026.9,13.3,3.7,999,99
86,3,26,17,210,10,12,99,99,99,999,1026.1,14.1,3.8,999,99
86,3,26,18,210,10,12,99,99,99,999,1025.2,14.4,3.8,999,99
86,3,26,19,210,11,13,99,99,99,999,1023.9,14.3,3.9,999,99
86,3,26,20,200,10,12,99,99,99,999,1023.3,14.4,3.9,999,99
86,3,26,21,210,11,12,99,99,99,999,1023,14.7,3.9,999,99
86,3,26,22,200,12,15,99,99,99,999,1022.6,14.2,4.1,999,99
86,3,26,23,190,11,12,99,99,99,999,1023,12.9,3.9,999,99
86,3,27,0,200,9,11,99,99,99,999,1022.6,12,3.9,999,99
86,3,27,1,210,9,10,99,99,99,999,1023.1,11.3,3.9,999,99
86,3,27,2,200,9,10,99,99,99,999,1022.4,11.1,3.9,999,99
86,3,27,3,210,10,12,99,99,99,999,1021.6,11.2,3.9,999,99
86,3,27,4,210,10,12,99,99,99,999,1021.4,11,3.8,999,99
86,3,27,5,210,10,12,99,99,99,999,1020.3,11,3.9,999,99
86,3,27,6,210,9,11,99,99,99,999,1020,10.3,3.9,999,99
86,3,27,7,210,9,10,99,99,99,999,1019.2,10.1,3.9,999,99
86,3,27,8,210,9,10,99,99,99,999,1019,9.9,3.9,999,99
86,3,27,9,220,7,8,99,99,99,999,1018.5,9.6,3.9,999,99
86,3,27,10,220,7,8,99,99,99,999,1018.5,9.1,3.9,999,99
86,3,27,11,230,7,7,99,99,99,999,1018.5,8.8,3.9,999,99
86,3,27,12,210,6,7,99,99,99,999,1017.7,8.7,3.9,999,99
86,3,27,13,220,4,4,99,99,99,999,1017.7,8.6,3.9,999,99
86,3,27,14,220,3,3,99,99,99,999,1017.5,9.9,3.9,999,99
86,3,27,15,0,0,1,99,99,99,999,1017,10.4,4.3,999,99
86,3,27,16,70,1,2,99,99,99,999,1016.7,10.7,4.6,999,99
86,3,27,17,80,4,5,99,99,99,999,1015.4,10.6,4.6,999,99
86,3,27,18,90,4,4,99,99,99,999,1014.7,10,4.4,999,99
86,3,27,19,320,5,6,99,99,99,999,1014.3,9.2,4.5,999,99
86,3,27,20,310,6,7,99,99,99,999,1014.4,9.4,4.7,999,99
86,3,27,21,350,6,7,99,99,99,999,1014.4,8.3,4.4,999,99
86,3,27,22,340,6,6,99,99,99,999,1016,6.3,4.3,999,99
86,3,27,23,0,7,9,99,99,99,999,1016.1,6.6,4,999,99
86,3,28,0,0,6,7,99,99,99,999,1016.8,5.9,3.9,999,99
86,3,28,1,350,4,5,99,99,99,999,1017.7,5.2,3.9,999,99
86,3,28,2,350,6,8,99,99,99,999,1017.6,5.1,4,999,99
86,3,28,3,350,5,5,99,99,99,999,1017.5,5.1,4.1,999,99
86,3,28,4,0,6,7,99,99,99,999,1017.5,4.7,4.1,999,99
86,3,28,5,350,6,7,99,99,99,999,1017.4,4.4,4.1,999,99
86,3,28,6,350,6,8,99,99,99,999,1017.4,4.1,4.1,999,99
86,3,28,7,350,6,7,99,99,99,999,1017.7,4.1,4,999,99
86,3,28,8,350,7,8,99,99,99,999,1018.3,4,4,999,99
86,3,28,9,340,6,7,99,99,99,999,1018.9,3.9,4.1,999,99
86,3,28,10,340,3,4,99,99,99,999,1020,3.9,4.1,999,99
86,3,28,11,320,2,3,99,99,99,999,1020.8,4.1,4.1,999,99
86,3,28,12,0,0,1,99,99,99,999,1022.1,6,4.1,999,99
86,3,28,13,0,0,0,99,99,99,999,1022.2,6.1,4.2,999,99
86,3,28,15,140,2,3,99,99,99,999,1023.3,4.8,4.3,999,99
86,3,28,16,100,4,4,99,99,99,999,1023.1,4.7,4.6,999,99
86,3,28,17,130,3,4,99,99,99,999,1022.9,4.6,4.6,999,99
86,3,28,18,130,5,6,99,99,99,999,1022.3,4.4,4.5,999,99
86,3,28,19,140,5,6,99,99,99,999,1022.2,4.6,4.5,999,99
86,3,28,20,140,7,8,99,99,99,999,1021.7,4.4,4.4,999,99
86,3,28,21,140,7,8,99,99,99,999,1021.5,4.7,4.4,999,99
86,3,28,22,140,7,8,99,99,99,999,1021.4,5.5,4.4,999,99
86,3,28,23,180,6,7,99,99,99,999,1021.5,7.3,4.6,999,99
86,3,29,0,190,7,8,99,99,99,999,1022.1,8.3,4.6,999,99
86,3,29,1,190,7,8,99,99,99,999,1022.5,7.4,4.5,999,99
86,3,29,2,200,6,7,99,99,99,999,1022.7,6.6,4.4,999,99
86,3,29,3,200,7,9,99,99,99,999,1022.3,6.3,4.4,999,99
86,3,29,4,200,6,7,99,99,99,999,1022.3,5.8,4.4,999,99
86,3,29,5,190,8,9,99,99,99,999,1021.7,5.6,4.4,999,99
86,3,29,6,200,6,7,99,99,99,999,1022.1,5.8,4.3,999,99
86,3,29,7,200,7,8,99,99,99,999,1021.4,5.8,4.3,999,99
86,3,29,8,200,8,9,99,99,99,999,1020.6,5.6,4.3,999,99
86,3,29,9,200,7,8,99,99,99,999,1020.6,5.7,4.3,999,99
86,3,29,10,220,7,8,99,99,99,999,1020.6,6.5,4.3,999,99
86,3,29,11,210,8,9,99,99,99,999,1020.8,7.1,4.3,999,99
86,3,29,12,210,9,11,99,99,99,999,1020.5,6.9,4.3,999,99
86,3,29,13,220,7,7,99,99,99,999,1020.7,7.6,4.3,999,99
86,3,29,14,210,7,9,99,99,99,999,1020.5,8.9,4.4,999,99
86,3,29,15,210,7,8,99,99,99,999,1020,10.2,4.5,999,99
86,3,29,16,220,7,8,99,99,99,999,1019.5,11.6,4.6,999,99
86,3,29,17,210,6,7,99,99,99,999,1018.8,12.9,4.7,999,99
86,3,29,18,200,5,6,99,99,99,999,1018,14.8,5,999,99
86,3,29,19,190,6,6,99,99,99,999,1017.5,13.9,5.3,999,99
86,3,29,20,190,8,9,99,99,99,999,1017,16,5.1,999,99
86,3,29,21,200,9,10,99,99,99,999,1017,15.2,5.1,999,99
86,3,29,22,200,8,8,99,99,99,999,1017.7,15.4,5.1,999,99
86,3,29,23,190,4,5,99,99,99,999,1018.4,11.4,4.8,999,99
86,3,30,0,210,8,9,99,99,99,999,1018.6,11,5,999,99
86,3,30,1,220,8,9,99,99,99,999,1019.4,11.1,5.1,999,99
86,3,30,2,220,7,8,99,99,99,999,1019.9,10.5,5.2,999,99
86,3,30,3,210,6,7,99,99,99,999,1020,9.9,5.1,999,99
86,3,30,4,220,8,8,99,99,99,999,1019.9,9.7,5.1,999,99
86,3,30,5,220,8,9,99,99,99,999,1019.4,9.6,5,999,99
86,3,30,6,220,8,9,99,99,99,999,1019.2,9.4,5,999,99
86,3,30,7,210,7,8,99,99,99,999,1019.1,9.1,4.8,999,99
86,3,30,8,220,7,8,99,99,99,999,1018.6,9,4.7,999,99
86,3,30,9,220,9,10,99,99,99,999,1018.5,9.1,4.7,999,99
86,3,30,10,220,7,8,99,99,99,999,1018.9,8.6,4.7,999,99
86,3,30,11,210,5,6,99,99,99,999,1019,8.2,4.7,999,99
86,3,30,12,210,6,7,99,99,99,999,1018.8,8.6,4.7,999,99
86,3,30,13,210,6,7,99,99,99,999,1018.5,9.7,4.7,999,99
